Time (s),Current I(t) [A],Magnetic Field B(t) [T],Force F(t) [N],Net Lift [N]
2.7927927927927926e-05,13.8769838987522,0.022665575342507856,1242909.097278767,1242876.735333767
2.8228228228228225e-05,14.02601600101021,0.02291394298244907,1242910.41089455,1242878.0489495497
2.8528528528528525e-05,14.17504338000335,0.02316240567347875,1242911.7224273335,1242879.3604823335
2.8828828828828828e-05,14.32406600877491,0.02341096326421214,1242913.0318621227,1242880.6699171227
2.9129129129129127e-05,14.473083860371249,0.023659615602179086,1242914.3391839354,1242881.9772389354
2.9429429429429427e-05,14.62209690784183,0.023908362533824952,1242915.6443778025,1242883.2824328025
2.9729729729729726e-05,14.771105124239181,0.02415720390451155,1242916.9474287673,1242884.5854837673
3.0030030030030026e-05,14.92010848261893,0.02440613955851811,1242918.2483218869,1242885.8863768869
3.033033033033033e-05,15.069106956039779,0.0246551693390422,1242919.5470422313,1242887.1850972313
3.0630630630630625e-05,15.218100517563512,0.02490429308820072,1242920.8435748836,1242888.4816298836
3.0930930930930925e-05,15.367089140255008,0.025153510647030853,1242922.137904941,1242889.7759599409
3.123123123123123e-05,15.51607279718222,0.025402821855491062,1242923.430017514,1242891.068072514
3.153153153153153e-05,15.665051461416187,0.02565222655246208,1242924.7198977268,1242892.3579527268
3.183183183183183e-05,15.81402510603103,0.025901724575747898,1242926.0075307176,1242893.6455857174
3.213213213213213e-05,15.962993704103962,0.026151315762076778,1242927.2929016384,1242894.9309566382
3.243243243243243e-05,16.111957228715273,0.026400999947102287,1242928.5759956553,1242896.2140506553
3.273273273273273e-05,16.260915652948338,0.026650776965404296,1242929.8567979492,1242897.4948529492
3.303303303303303e-05,16.409868949889614,0.02690064665049003,1242931.1352937147,1242898.7733487147
3.333333333333333e-05,16.558817092628647,0.02715060883479513,1242932.411468161,1242900.049523161
3.363363363363363e-05,16.707760054258063,0.02740066334968465,1242933.685306512,1242901.323361512
3.393393393393393e-05,16.856697807873577,0.02765081002545421,1242934.9567940067,1242902.5948490067
3.4234234234234234e-05,17.00563032657398,0.02790104869133095,1242936.225915898,1242903.863970898
3.453453453453453e-05,17.154557583461145,0.02815137917547471,1242937.4926574554,1242905.1307124554
3.483483483483483e-05,17.30347955164004,0.028401801304979088,1242938.7570039611,1242906.3950589611
3.513513513513513e-05,17.452396204218715,0.028652314905872514,1242940.018940715,1242907.6569957149
3.543543543543543e-05,17.601307514308296,0.028902919803119376,1242941.2784530304,1242908.9165080304
3.573573573573573e-05,17.750213455022994,0.029153615820621138,1242942.5355262375,1242910.1735812374
3.603603603603603e-05,17.899113999480115,0.029404402781217455,1242943.7901456808,1242911.4282006808
3.633633633633633e-05,18.048009120800035,0.029655280506687306,1242945.042296722,1242912.6803517218
3.663663663663663e-05,18.19689879210622,0.029906248817750152,1242946.291964737,1242913.9300197368
3.693693693693693e-05,18.345782986525222,0.030157307534067045,1242947.5391351185,1242915.1771901185
3.7237237237237236e-05,18.494661677186677,0.030408456474241854,1242948.7837932757,1242916.4218482757
3.7537537537537536e-05,18.643534837223296,0.030659695455822353,1242950.0259246333,1242917.6639796332
3.7837837837837835e-05,18.792402439770886,0.030911024295301473,1242951.2655146322,1242918.9035696322
3.8138138138138135e-05,18.941264457968323,0.031162442808118432,1242952.5025487305,1242920.1406037302
3.8438438438438435e-05,19.090120864957587,0.03141395080865997,1242953.737012402,1242921.375067402
3.8738738738738734e-05,19.238971633883725,0.03166554811026151,1242954.9688911373,1242922.6069461373
3.9039039039039034e-05,19.387816737894873,0.0319172345252084,1242956.1981704447,1242923.8362254445
3.933933933933933e-05,19.536656150142253,0.032169009864737134,1242957.4248358484,1242925.0628908481
3.963963963963963e-05,19.685489843780175,0.03242087393903659,1242958.64887289,1242926.28692789
3.993993993993994e-05,19.834317791966022,0.03267282655724919,1242959.8702671283,1242927.508322128
4.024024024024024e-05,19.983139967860264,0.03292486752747227,1242961.089004139,1242928.727059139
4.054054054054054e-05,20.13195634462646,0.03317699665675923,1242962.305069516,1242929.943124516
4.084084084084084e-05,20.28076689543125,0.033429213751120866,1242963.51844887,1242931.15650387
4.114114114114114e-05,20.429571593444358,0.033681518615526616,1242964.72912783,1242932.3671828297
4.144144144144144e-05,20.57837041183859,0.03393391105390583,1242965.9370920411,1242933.575147041
4.174174174174174e-05,20.72716332378984,0.03418639086914906,1242967.1423271683,1242934.7803821682
4.2042042042042036e-05,20.87595030247708,0.034438957863109416,1242968.3448188943,1242935.982873894
4.2342342342342336e-05,21.024731321082374,0.03469161183660378,1242969.5445529183,1242937.182607918
4.2642642642642636e-05,21.173506352790863,0.03494435258941419,1242970.7415149594,1242938.3795699591
4.294294294294294e-05,21.32227537079078,0.03519717992028915,1242971.935690754,1242939.573745754
4.324324324324324e-05,21.471038348273424,0.035450093626944935,1242973.1270660579,1242940.7651210579
4.354354354354354e-05,21.619795258433193,0.03570309350606696,1242974.3156266452,1242941.953681645
4.384384384384384e-05,21.768546074467576,0.03595617935331114,1242975.501358308,1242943.139413308
4.414414414414414e-05,21.91729076957713,0.036209350963305235,1242976.6842468577,1242944.3223018576
4.444444444444444e-05,22.06602931696549,0.03646260812965017,1242977.8642781249,1242945.5023331246
4.474474474474474e-05,22.214761689839403,0.03671595064492152,1242979.041437959,1242946.679492959
4.504504504504504e-05,22.36348786140868,0.0369693783006708,1242980.2157122286,1242947.8537672283
4.534534534534534e-05,22.51220780488621,0.03722289088742685,1242981.3870868215,1242949.0251418215
4.564564564564564e-05,22.66092149348798,0.03747648819469734,1242982.555547645,1242950.1936026448
4.5945945945945944e-05,22.80962890043306,0.03773017001097008,1242983.721080626,1242951.359135626
4.6246246246246244e-05,22.958329998943597,0.03798393612371446,1242984.883671711,1242952.521726711
4.6546546546546544e-05,23.10702476224482,0.038237786319382905,1242986.043306866,1242953.681361866
4.684684684684684e-05,23.255713163565055,0.03849172038341232,1242987.1999720775,1242954.8380270773
4.714714714714714e-05,23.404395176135697,0.038745738100225455,1242988.3536533508,1242955.9917083508
4.744744744744744e-05,23.55307077319123,0.038999839253232436,1242989.5043367133,1242957.1423917133
4.774774774774774e-05,23.70173992796923,0.03925402362483221,1242990.6520082108,1242958.2900632105
4.804804804804804e-05,23.850402613710344,0.039508290996413994,1242991.7966539096,1242959.4347089096
4.834834834834834e-05,23.999058803658315,0.03976264114835876,1242992.9382598978,1242960.5763148977
4.864864864864864e-05,24.147708471059957,0.04001707386004069,1242994.076812283,1242961.7148672827
4.894894894894895e-05,24.29635158916518,0.0402715889098288,1242995.2122971932,1242962.8503521932
4.924924924924925e-05,24.44498813122697,0.04052618607508821,1242996.3447007781,1242963.9827557781
4.9549549549549546e-05,24.5936180705014,0.040780865132181904,1242997.474009208,1242965.112064208
4.9849849849849846e-05,24.74224138024762,0.041035625856472066,1242998.600208674,1242966.238263674
5.0150150150150145e-05,24.89085803372788,0.04129046802232174,1242999.723285389,1242967.361340389
5.0450450450450445e-05,25.0394680042075,0.041545391403096224,1243000.8432255858,1242968.4812805855
5.0750750750750745e-05,25.188071264954885,0.04180039577116475,1243001.9600155202,1242969.5980705202
5.1051051051051044e-05,25.33666778924153,0.042055480897901974,1243003.0736414685,1242970.7116964683
5.1351351351351344e-05,25.485257550342006,0.04231064655368951,1243004.1840897289,1242971.8221447286
5.165165165165164e-05,25.633840521533983,0.042565892507917584,1243005.2913466215,1242972.9294016212
5.195195195195195e-05,25.7824166760982,0.04282121852898652,1243006.3953984876,1242974.0334534873
5.225225225225225e-05,25.93098598731848,0.043076624384308364,1243007.4962316912,1242975.1342866912
5.255255255255255e-05,26.07954842848173,0.04333210984030848,1243008.5938326183,1242976.2318876183
5.285285285285285e-05,26.228103972877957,0.04358767466242719,1243009.6881876767,1242977.3262426765
5.315315315315315e-05,26.376652593800234,0.04384331861512129,1243010.779283296,1242978.417338296
5.345345345345345e-05,26.525194264544723,0.04409904146186576,1243011.8671059299,1242979.5051609299
5.375375375375375e-05,26.67372895841067,0.044354842965155336,1243012.9516420527,1242980.5896970527
5.405405405405405e-05,26.82225664870041,0.04461072288650616,1243014.0328781626,1242981.6709331626
5.4354354354354346e-05,26.97077730871935,0.04486668098645744,1243015.1108007806,1242982.7488557806
5.4654654654654646e-05,27.119290911775998,0.04512271702457311,1243016.1853964492,1242983.823451449
5.495495495495495e-05,27.26779743118193,0.045378830759443385,1243017.2566517352,1242984.894706735
5.525525525525525e-05,27.41629684025181,0.04563502194868661,1243018.3245532282,1242985.962608228
5.555555555555555e-05,27.56478911230339,0.04589129034895078,1243019.3890875403,1242987.0271425403
5.585585585585585e-05,27.713274220657503,0.046147635715915264,1243020.4502413082,1242988.0882963082
5.615615615615615e-05,27.861752138638067,0.046404057804292576,1243021.5080011908,1242989.1460561908
5.645645645645645e-05,28.010222839572087,0.04666055636782995,1243022.5623538713,1242990.2004088713
5.675675675675675e-05,28.15868629678965,0.04691713115931115,1243023.613286056,1242991.251341056
5.705705705705705e-05,28.307142483623917,0.0471737819305581,1243024.6607844755,1242992.2988394755
5.735735735735735e-05,28.455591373411146,0.04743050843243271,1243025.7048358836,1242993.3428908836
5.7657657657657655e-05,28.604032939490672,0.04768731041483851,1243026.7454270588,1242994.3834820588
5.7957957957957955e-05,28.752467155204922,0.04794418762672246,1243027.782544803,1242995.420599803
5.8258258258258254e-05,28.90089399389939,0.04820113981607662,1243028.816175943,1242996.4542309428
5.8558558558558554e-05,29.049313428922673,0.04845816672994002,1243029.846307329,1242997.4843623287
5.8858858858858854e-05,29.19772543362644,0.0487152681144003,1243030.8729258361,1242998.510980836
5.915915915915915e-05,29.346129981365447,0.04897244371459561,1243031.896018365,1242999.534073365
5.945945945945945e-05,29.494527045497534,0.04922969327471625,1243032.9155718386,1243000.5536268386
5.975975975975975e-05,29.64291659938363,0.04948701653800656,1243033.931573207,1243001.5696282068
6.006006006006005e-05,29.79129861638773,0.04974441324676671,1243034.9440094437,1243002.5820644435
6.036036036036035e-05,29.93967306987695,0.05000188314235445,1243035.9528675475,1243003.5909225473
6.066066066066066e-05,30.088039933221445,0.05025942596518694,1243036.9581345422,1243004.5961895422
6.096096096096096e-05,30.236399179794482,0.05051704145474262,1243037.9597974776,1243005.5978524776
6.126126126126125e-05,30.3847507829724,0.05077472934956294,1243038.957843427,1243006.595898427
6.156156156156155e-05,30.533094716134634,0.051032489387254305,1243039.9522594912,1243007.5903144912
6.186186186186185e-05,30.681430952663685,0.05129032130448985,1243040.9430327949,1243008.5810877949
6.216216216216216e-05,30.829759465945163,0.0515482248370113,1243041.9301504889,1243009.5682054888
6.246246246246246e-05,30.978080229367734,0.05180619971963081,1243042.9135997505,1243010.5516547505
6.276276276276276e-05,31.126393216323166,0.05206424568623292,1243043.8933677815,1243011.5314227815
6.306306306306306e-05,31.2746984002063,0.05232236246977629,1243044.8694418108,1243012.5074968108
6.336336336336336e-05,31.422995754415076,0.052580549802295734,1243045.8418090926,1243013.4798640923
6.366366366366366e-05,31.5712852523505,0.05283880741490396,1243046.810456907,1243014.448511907
6.396396396396396e-05,31.719566867416674,0.0530971350377936,1243047.7753725613,1243015.413427561
6.426426426426426e-05,31.86784057302078,0.05335553240023899,1243048.7365433888,1243016.3745983886
6.456456456456456e-05,32.01610634257308,0.05361399923059821,1243049.693956749,1243017.332011749
6.486486486486486e-05,32.16436414948694,0.05387253525631496,1243050.6476000282,1243018.285655028
6.516516516516516e-05,32.31261396717878,0.054131140203920354,1243051.597460639,1243019.235515639
6.546546546546546e-05,32.46085576906812,0.05438981379903509,1243052.5435260215,1243020.1815810213
6.576576576576576e-05,32.609089528577556,0.05464855576637123,1243053.4857836422,1243021.123838642
6.606606606606606e-05,32.75731521913278,0.05490736582973419,1243054.4242209943,1243022.0622759943
6.636636636636636e-05,32.90553281416256,0.05516624371202475,1243055.358825599,1243022.996880599
6.666666666666666e-05,33.05374228709876,0.05542518913524091,1243056.289585004,1243023.9276400039
6.696696696696696e-05,33.201943611376294,0.055684201820479964,1243057.2164867842,1243024.8545417842
6.726726726726726e-05,33.3501367604332,0.05594328148794046,1243058.1395185427,1243025.7775735427
6.756756756756756e-05,33.49832170771058,0.05620242785692416,1243059.0586679094,1243026.6967229093
6.786786786786785e-05,33.64649842665262,0.056461640645838064,1243059.973922542,1243027.611977542
6.816816816816817e-05,33.7946668907066,0.056720919572196396,1243060.8852701262,1243028.5233251262
6.846846846846847e-05,33.94282707332286,0.0569802643526226,1243061.792698375,1243029.430753375
6.876876876876877e-05,34.090978947954866,0.05723967470285144,1243062.6961950297,1243030.3342500296
6.906906906906907e-05,34.23912248805911,0.057499150337730884,1243063.5957478595,1243031.2338028594
6.936936936936937e-05,34.38725766709523,0.057758690971224325,1243064.4913446626,1243032.1293996624
6.966966966966967e-05,34.5353844585259,0.05801829631641243,1243065.3829732635,1243033.0210282633
6.996996996996997e-05,34.683502835816896,0.058277966085495306,1243066.2706215167,1243033.9086765167
7.027027027027026e-05,34.83161277243709,0.05853769998979457,1243067.1542773051,1243034.792332305
7.057057057057056e-05,34.97971424185842,0.058797497739755324,1243068.033928539,1243035.671983539
7.087087087087086e-05,35.127807217555905,0.05905735904494827,1243068.9095631584,1243036.5476181582
7.117117117117116e-05,35.27589167300766,0.05931728361407183,1243069.7811691316,1243037.4192241316
7.147147147147146e-05,35.423967581694896,0.05957727115495417,1243070.648734456,1243038.2867894557
7.177177177177176e-05,35.572034917101874,0.059837321374555316,1243071.5122471573,1243039.1503021573
7.207207207207206e-05,35.72009365271596,0.06009743397896926,1243072.3716952915,1243040.0097502915
7.237237237237236e-05,35.86814376202761,0.06035760867342605,1243073.2270669427,1243040.8651219427
7.267267267267266e-05,36.01618521853034,0.06061784516229395,1243074.0783502243,1243041.7164052243
7.297297297297296e-05,36.164217995720776,0.0608781431490815,1243074.9255332798,1243042.5635882798
7.327327327327326e-05,36.31224206709861,0.06113850233643967,1243075.7686042814,1243043.406659281
7.357357357357356e-05,36.46025740616663,0.06139892242616406,1243076.6075514313,1243044.2456064313
7.387387387387386e-05,36.60826398643071,0.0616594031191969,1243077.442362961,1243045.0804179609
7.417417417417417e-05,36.756261781399786,0.06191994411562936,1243078.2730271318,1243045.9110821318
7.447447447447447e-05,36.904250764585896,0.06218054511470359,1243079.0995322356,1243046.7375872356
7.477477477477477e-05,37.05223090950415,0.062441205814814944,1243079.9218665934,1243047.5599215932
7.507507507507507e-05,37.200202189672765,0.06270192591351416,1243080.7400185561,1243048.378073556
7.537537537537537e-05,37.34816457861301,0.06296270510750947,1243081.5539765058,1243049.1920315058
7.567567567567567e-05,37.49611804984927,0.06322354309266892,1243082.363728854,1243050.0017838539
7.597597597597597e-05,37.64406257690899,0.0634844395640224,1243083.1692640425,1243050.8073190423
7.627627627627627e-05,37.791998133322714,0.06374539421576395,1243083.9705705438,1243051.6086255435
7.657657657657657e-05,37.939924692624054,0.06400640674125395,1243084.7676368614,1243052.4056918612
7.687687687687687e-05,38.087842228349714,0.06426747683302136,1243085.5604515288,1243053.1985065287
7.717717717717717e-05,38.235750714039504,0.06452860418276588,1243086.3490031103,1243053.98705811
7.747747747747747e-05,38.38365012323627,0.06478978848136016,1243087.1332802007,1243054.7713352006
7.777777777777777e-05,38.531540429485986,0.06505102941885217,1243087.913271427,1243055.551326427
7.807807807807807e-05,38.679421606337684,0.06531232668446733,1243088.688965446,1243056.327020446
7.837837837837837e-05,38.82729362734348,0.06557367996661079,1243089.4603509465,1243057.0984059465
7.867867867867867e-05,38.97515646605861,0.06583508895286969,1243090.2274166474,1243057.8654716474
7.897897897897897e-05,39.12301009604134,0.06609655333001539,1243090.9901512996,1243058.6282062996
7.927927927927927e-05,39.270854490853054,0.06635807278400581,1243091.7485436855,1243059.3865986853
7.957957957957957e-05,39.41868962405821,0.06661964699998764,1243092.5025826192,1243060.1406376192
7.987987987987988e-05,39.56651546922437,0.06688127566229875,1243093.252256946,1243060.8903119457
8.018018018018018e-05,39.71433199992213,0.06714295845447021,1243093.9975555423,1243061.635610542
8.048048048048048e-05,39.86213918972521,0.06740469505922891,1243094.7384673173,1243062.3765223173
8.078078078078078e-05,40.009937012210436,0.06766648515849968,1243095.4749812125,1243063.1130362125
8.108108108108108e-05,40.157725440957655,0.06792832843340768,1243096.2070861994,1243063.8451411992
8.138138138138138e-05,40.30550444954983,0.06819022456428053,1243096.934771283,1243064.5728262828
8.168168168168168e-05,40.45327401157302,0.06845217323065098,1243097.6580255013,1243065.2960805013
8.198198198198198e-05,40.60103410061636,0.06871417411125896,1243098.3768379225,1243066.0148929222
8.228228228228228e-05,40.74878469027205,0.06897622688405398,1243099.0911976479,1243066.7292526478
8.258258258258257e-05,40.8965257541354,0.06923833122619756,1243099.801093812,1243067.439148812
8.288288288288287e-05,41.04425726580479,0.06950048681406551,1243100.5065155816,1243068.1445705816
8.318318318318317e-05,41.19197919888168,0.06976269332325029,1243101.2074521554,1243068.8455071552
8.348348348348347e-05,41.33969152697063,0.07002495042856341,1243101.9038927655,1243069.5419477655
8.378378378378377e-05,41.487394223679274,0.0702872578040378,1243102.5958266759,1243070.2338816759
8.408408408408407e-05,41.63508726261831,0.07054961512293008,1243103.2832431847,1243070.9212981847
8.438438438438437e-05,41.78277061740157,0.07081202205772318,1243103.9661316224,1243071.6041866224
8.468468468468467e-05,41.93044426164592,0.07107447828012849,1243104.6444813528,1243072.2825363528
8.498498498498497e-05,42.07810816897133,0.07133698346108842,1243105.3182817725,1243072.9563367725
8.528528528528527e-05,42.22576231300088,0.0715995372707787,1243105.9875223115,1243073.6255773113
8.558558558558557e-05,42.37340666736066,0.07186213937861086,1243106.6521924334,1243074.2902474331
8.588588588588588e-05,42.521041205679936,0.07212478945323461,1243107.3122816344,1243074.9503366344
8.618618618618618e-05,42.668665901590984,0.07238748716254033,1243107.967779446,1243075.6058344457
8.648648648648648e-05,42.8162807287292,0.07265023217366136,1243108.6186754315,1243076.2567304315
8.678678678678678e-05,42.963885660733055,0.07291302415297665,1243109.264959189,1243076.903014189
8.708708708708708e-05,43.11148067124413,0.07317586276611304,1243109.90662035,1243077.5446753497
8.738738738738738e-05,43.25906573390703,0.07343874767794768,1243110.5436485792,1243078.181703579
8.768768768768768e-05,43.4066408223695,0.07370167855261066,1243111.176033576,1243078.814088576
8.798798798798798e-05,43.554205910282334,0.07396465505348729,1243111.8037650755,1243079.4418200755
8.828828828828828e-05,43.70176097129945,0.07422767684322082,1243112.426832844,1243080.0648878438
8.858858858858858e-05,43.8493059790778,0.07449074358371455,1243113.045226683,1243080.683281683
8.888888888888888e-05,43.99684090727745,0.07475385493613465,1243113.6589364295,1243081.2969914295
8.918918918918918e-05,44.14436572956155,0.07501701056091246,1243114.267951954,1243081.9060069537
8.948948948948948e-05,44.291880419596325,0.07528021011774709,1243114.872263161,1243082.510318161
8.978978978978978e-05,44.43938495105108,0.07554345326560778,1243115.4718599906,1243083.1099149904
9.009009009009008e-05,44.58687929759822,0.07580673966273661,1243116.0667324173,1243083.704787417
9.039039039039038e-05,44.73436343291322,0.07607006896665082,1243116.6568704497,1243084.2949254496
9.069069069069068e-05,44.88183733067464,0.07633344083414545,1243117.2422641325,1243084.8803191322
