n,t_symbolic,t_true,delta_t_original,delta_t_corrected,abs_delta_corrected,correction_1,correction_2,correction_3,correction_4,correction_5,correction_6,correction_7,correction_8,correction_9
475,768.5070123926515,241.86428269938784,526.6427296932636,-39700.05755701017,39700.05755701017,-65.61103160859042,9190.064521538223,11798.988492253704,8460.539090605265,2833.1424816940066,2176.0448013781092,4104.759844679366,400.6548935546915,1328.1171926086715
476,770.1255961933566,242.29133241256477,527.8342637807918,-39698.809822965195,39698.809822965195,-65.64907236962279,9190.068412789324,11798.988471449353,8460.529861497587,2833.158630736464,2176.0290489872696,4104.7684655815865,400.6412369882248,1328.1090310858037
477,771.7441804544912,242.7182645797709,529.0259158747203,-39697.56208868135,39697.56208868135,-65.68703329676799,9190.072295872667,11798.988450678637,8460.520651729832,2833.1747458727127,2176.01332963653,4104.777068336614,400.62760907417345,1328.100886651673
478,773.3627651556502,243.1450795086615,530.2176856469887,-39696.314353993796,39696.314353993796,-65.72491472442614,9190.076170822467,11798.988429941437,8460.511461221062,2833.190827244799,2175.99764318754,4104.785653020573,400.61400969254163,1328.0927592347864
479,774.9813502766212,243.57177750543246,531.4095727711888,-39695.066618739125,39695.066618739125,-65.762716984874,9190.080037672722,11798.988409237632,8460.502289890834,2833.20687499388,2175.9819895028204,4104.7942197091115,400.60043872408835,1328.0846487640981
480,776.5999357973839,243.99835887483042,532.6015769225535,-39693.818882755375,39693.818882755375,-65.80044040831618,9190.083896457218,11798.988388567106,8460.493137659214,2833.2228892602293,2175.9663684457496,4104.802768477401,400.58689605031896,1328.0765551690074
481,778.2185216981072,244.42482392016257,533.7936977779447,-39692.57114588196,39692.57114588196,-65.83808532291066,9190.087747209534,11798.988367929738,8460.484004446767,2833.2388701832447,2175.950779880556,4104.811299400144,400.57338155347674,1328.068478379352
482,779.8371079591499,244.8511729433064,534.9859350158434,-39691.323407959695,39691.323407959695,-65.87565205475606,9190.09158996303,11798.988347325414,8460.474890174552,2833.2548179014548,2175.935223672316,4104.819812551579,400.55989511653905,1328.0604183254097
483,781.4556945610569,245.2774062447197,536.1782883163372,-39690.0756688308,39690.0756688308,-65.91314092790442,9190.095424750867,11798.988326754012,8460.465794764115,2833.270732552527,2175.919699686946,4104.828308005481,400.5464366232132,1328.0523749378876
484,783.0742814845598,245.70352412344982,537.37075736111,-39688.82792833884,39688.82792833884,-65.95055226445069,9190.099251606,11798.988306215424,8460.456718137497,2833.2866142732746,2175.904207791193,4104.836785835166,400.5330059579253,1328.044348147926
485,784.6928687105741,246.12952687714355,538.5633418334305,-39687.580186328734,39687.580186328734,-65.98788638445608,9190.103070561177,11798.988285709529,8460.447660217216,2833.3024631996636,2175.8887478526312,4104.845246113496,400.5196030058162,1328.036337887089
486,786.3114562201982,246.5554148020564,539.7560414181419,-39686.33244264674,39686.33244264674,-66.02514360598632,9190.106881648942,11798.988265236214,8460.438620926263,2833.318279466819,2175.873319739646,4104.853688912883,400.50622765273994,1328.0283440873638
487,787.9300439947126,246.9811881930619,540.9488558016507,-39685.084697140446,39685.084697140446,-66.06232424520127,9190.110684901645,11798.988244795364,8460.42960018811,2833.334063209033,2175.857923321444,4104.8621143052915,400.49287978525206,1328.0203666811572
488,789.5486320155771,247.4068473436613,542.1417846719158,-39683.836949658755,39683.836949658755,-66.09942861627816,9190.114480351429,11798.988224386865,8460.420597926706,2833.349814559772,2175.842558468027,4104.870522362244,400.47955929060583,1328.0124056012908
489,791.1672202644312,247.8323925459922,543.334827718439,-39682.58920005184,39682.58920005184,-66.13645703147553,9190.118268030245,11798.988204010608,8460.411614066456,2833.365533651681,2175.8272250502023,4104.878913154822,400.46626605674885,1328.0044607809984
490,792.7858087230913,248.25782409083826,544.527984632253,-39681.34144817127,39681.34144817127,-66.17340980110768,9190.122047969846,11798.988183666477,8460.402648532232,2833.3812206165935,2175.8119229395675,4104.88728675367,400.4529999723133,1327.9965321539246
491,794.4043973735498,248.68314226763778,545.7212551059121,-39680.09369386971,39680.09369386971,-66.21028723365974,9190.12582020179,11798.98816335436,8460.393701249364,2833.3968755855353,2175.7966520085015,4104.895643229003,400.439760926613,1327.9886196541165
492,796.022986197974,249.10834736449314,546.9146388334808,-39678.84593700126,39678.84593700126,-66.2470896356598,9190.129584757447,11798.988143074148,8460.38477214364,2833.412498688733,2175.781412130165,4104.903982650604,400.4265488096382,1327.980723216026
493,797.6415751787043,249.53343966817917,548.1081355105251,-39677.598177421176,39677.598177421176,-66.28381731180683,9190.13334166799,11798.98812282573,8460.3758611413,2833.4280900556205,2175.7662031784907,4104.912305087832,400.4133635120482,1327.9728427745029
494,799.2601642982534,249.95841946415254,549.3017448341009,-39676.35041498599,39676.35041498599,-66.32047056494503,9190.137090964405,11798.988102608997,8460.36696816903,2833.443649814843,2175.7510250281784,4104.920610609622,400.40020492516794,1327.9649782647925
495,800.878753539304,250.38328703655995,550.495466502744,-39675.10264955342,39675.10264955342,-66.35704969608952,9190.14083267749,11798.988082423835,8460.35809315396,2833.459178094267,2175.7358775546872,4104.928899284493,400.3870729409806,1327.9571296225336
496,802.4973428847089,250.80804266824737,551.6893002164616,-39673.854880982435,39673.854880982435,-66.39355500440062,9190.144566837858,11798.988062270142,8460.349236023665,2833.4746750209824,2175.7207606342276,4104.93717118055,400.37396745212357,1327.949296783753
497,804.1159323174884,251.23268664076807,552.8832456767203,-39672.60710913321,39672.60710913321,-66.42998678727356,9190.148293475933,11798.988042147806,8460.340396706153,2833.4901407213138,2175.705674143763,4104.945426365481,400.3608883518831,1327.9414796848648
498,805.7345218208294,251.65721923439153,554.0773025864379,-39671.35933386707,39671.35933386707,-66.46634534027434,9190.15201262196,11798.98802205672,8460.331575129869,2833.5055753208217,2175.690617960993,4104.953664906568,400.3478355341886,1327.9336782626663
499,807.3531113780848,252.08164072811184,555.271470649973,-39670.111555046606,39670.111555046606,-66.50263095719104,9190.155724306,11798.988001996779,8460.322771223686,2833.520978944313,2175.6755919643615,4104.961886870689,400.3348088936075,1327.9258924543333
500,808.9717009727708,252.50595139965586,556.465749573115,-39668.86377253546,39668.86377253546,-66.5388439300977,9190.159428557932,11798.987981967874,8460.313984916904,2833.5363517158416,2175.6605960330307,4104.970092324319,400.321808325342,1327.9181221974216
501,810.590290588567,252.9301515254918,557.6601390630751,-39667.61598619853,39667.61598619853,-66.57498454923922,9190.163125407458,11798.987961969899,8460.305216139252,2833.551693758722,2175.6456300468953,4104.978281333533,400.30883372522123,1327.910367429858
502,812.2088802093143,253.35424138083718,558.8546388284772,-39666.368195901785,39666.368195901785,-66.61105310319762,9190.166814884104,11798.987942002752,8460.296464820867,2833.567005195528,2175.6306938865664,4104.986453964012,400.2958849896955,1327.9026280899425
503,813.8274698190137,253.77822123966726,560.0492485793465,-39665.12040151242,39665.12040151242,-66.64704987878982,9190.170497017214,11798.987922066324,8460.28773089232,2833.5822861481015,2175.615787433368,4104.994610281044,400.2829620158379,1327.894904116341
504,815.4460594018254,254.20209137472298,561.2439680271025,-39663.872602898664,39663.872602898664,-66.6829751611314,9190.174171835963,11798.987902160517,8460.27901428458,2833.59753673756,2175.6009105693292,4105.002750349527,400.27006470133034,1327.887195448087
505,817.0646489420676,254.62585205751904,562.4387968845485,-39662.624799929916,39662.624799929916,-66.71882923363678,9190.177839369348,11798.98788228522,8460.270314929037,2833.6127570842987,2175.586063177182,4105.010874233972,400.2571929444651,1327.8795020245743
506,818.6832384242146,255.0495035583516,563.633734865863,-39661.37699247665,39661.37699247665,-66.75461237805752,9190.181499646198,11798.987862440335,8460.26163275748,2833.6279473079994,2175.5712451403538,4105.018981998509,400.2443466441377,1327.8718237855574
507,820.3018278328959,255.47304614630684,564.8287816865891,-39660.12918041044,39660.12918041044,-66.7903248744695,9190.185152695165,11798.987842625758,8460.252967702103,2833.643107527635,2175.556456342965,4105.027073706886,400.23152569984313,1327.864160671147
508,821.9204171528958,255.8964800892679,566.0239370636278,-39658.88136360398,39658.88136360398,-66.825967001273,9190.188798544743,11798.987822841387,8460.244319695508,2833.6582378614744,2175.5416966698144,4105.035149422475,400.21873001166887,1327.8565126218066
509,823.5390063691505,256.3198056539233,567.2192007152271,-39657.63354193097,39657.63354193097,-66.86153903525658,9190.192437223246,11798.987803087119,8460.23568867069,2833.6733384270897,2175.5269660063886,4105.043209208273,400.2059594802918,1327.8488795783526
510,825.1575954667485,256.7430231057744,568.414572360974,-39656.38571526621,39656.38571526621,-66.89704125155873,9190.196068758823,11798.987783362858,8460.227074561033,2833.688409341359,2175.512264238842,4105.051253126906,400.19321400697737,1327.8412614819474
511,826.7761844309285,257.16613270914297,569.6100517217856,-39655.137883485564,39655.137883485564,-66.93247392370627,9190.199693179467,11798.987763668498,8460.218477300315,2833.7034507204744,2175.4975912540003,4105.05928124063,400.1804934935654,1327.8336582741003
512,828.3947732470784,257.5891347271789,570.8056385198995,-39653.8900464659,39653.8900464659,-66.96783732362711,9190.203310512998,11798.98774400394,8460.209896822713,2833.7184626799467,2175.48294693935,4105.067293611339,400.1677978424772,1327.826069896664
513,830.0133619007341,258.0120294218674,572.0013324788667,-39652.642204085176,39652.642204085176,-67.00313172163746,9190.206920787074,11798.98772436909,8460.201333062774,2833.7334453346098,2175.4683311830413,4105.0752903005605,400.1551269566991,1327.818496291829
514,831.631950377579,258.434817054037,573.197133323542,-39651.394356222314,39651.394356222314,-67.03835738650581,9190.210524029193,11798.987704763844,8460.192785955436,2833.7483987986266,2175.4537438738776,4105.083271369465,400.14248073979036,1327.8109374021255
515,833.250538663441,258.8574978833662,574.3930407800749,-39650.14650275728,39650.14650275728,-67.07351458540178,9190.214120266693,11798.987685188104,8460.18425543601,2833.7633231854957,2175.439184901302,4105.091236878864,400.1298590958672,1327.803393170417
516,834.8691267442938,259.28007216839154,575.5890545759023,-39648.89864357103,39648.89864357103,-67.10860358397277,9190.217709526754,11798.987665641771,8460.175741440193,2833.778218608052,2175.424654155412,4105.099186889217,400.1172619296065,1327.7958635399011
517,836.4877146062538,259.70254016651415,576.7851744397396,-39647.65077854553,39647.65077854553,-67.14362464629289,9190.221291836393,11798.987646124751,8460.167243904043,2833.793085178478,2175.4101515269354,4105.107121460629,400.1046891462405,1327.7883484541032
518,838.1063022355798,260.1249021340075,577.9814001015723,-39646.40290756375,39646.40290756375,-67.17857803492694,9190.224867222478,11798.987626636947,8460.158762763998,2833.8079230083054,2175.395676907237,4105.115040652859,400.0921406515458,1327.7808478568768
519,839.7248896186719,260.54715832602415,579.1777312926478,-39645.15503050957,39645.15503050957,-67.2134640109047,9190.228435711717,11798.987607178262,8460.150297956861,2833.822732208417,2175.3812301883077,4105.1229445253175,400.0796163518486,1327.7733616924002
520,841.3434767420702,260.9693089966029,580.3741677454673,-39643.907147267935,39643.907147267935,-67.24828283374664,9190.23199733066,11798.987587748597,8460.141849419799,2833.837512889061,2175.3668112627665,4105.130833137074,400.06711615401287,1327.7658899051723
521,842.9620635924532,261.3913543986761,581.570709193777,-39642.65925772463,39642.65925772463,-67.283034761515,9190.235552105712,11798.987568347864,8460.133417090337,2833.8522651598446,2175.352420023848,4105.138706546855,400.0546399654439,1327.7584324400132
522,844.5806501566378,261.81329478407633,582.7673553725615,-39641.4113617665,39641.4113617665,-67.31772005072432,9190.239100063123,11798.987548975962,8460.125000906366,2833.8669891297477,2175.3380563653996,4105.146564813051,400.0421876940735,1327.7509892420603
523,846.1992364215774,262.2351304035432,583.9641060180343,-39640.16345928126,39640.16345928126,-67.35233895646931,9190.242641228988,11798.987529632795,8460.116600806135,2833.881684907123,2175.323720181878,4105.154407993715,400.0297592483669,1327.743560256765
524,847.8178223743606,262.6568615067305,585.1609608676301,-39638.91555015758,39638.91555015758,-67.38689173237364,9190.246175629258,11798.987510318277,8460.108216728237,2833.8963525997033,2175.3094113683505,4105.162236146567,400.0173545373101,1327.7361454298905
525,849.436408002211,263.07848834221284,586.3579196599982,-39637.66763428509,39637.66763428509,-67.42137863057731,9190.249703289734,11798.987491032307,8460.09984861162,2833.9109923146034,2175.2951298204757,4105.170049328997,400.00497347041426,1327.7287447075116
526,851.0549932924855,263.5000111574923,587.5549821349932,-39636.419711554256,39636.419711554256,-67.45579990182596,9190.253224236068,11798.987471774795,8460.09149639559,2833.925604158327,2175.2808754345156,4105.17784759807,399.9926159577019,1327.7213580360096
527,852.6735782326729,263.92143019900516,588.7521480336677,-39635.17178185653,39635.17178185653,-67.4901557953943,9190.256738493767,11798.987452545649,8460.083160019785,2833.940188236773,2175.266648107319,4105.18563101052,399.9802819097109,1327.713985362071
528,854.2921628103937,264.34274571212876,589.949417098265,-39633.92384508422,39633.92384508422,-67.52444655917563,9190.260246088195,11798.987433344779,8460.07483942419,2833.954744655235,2175.2524477363218,4105.193399622763,399.9679712374893,1327.7066266326863
529,855.9107470133988,264.76395794118775,591.146789072211,-39632.67590113051,39632.67590113051,-67.55867243964336,9190.263747044568,11798.987414172088,8460.066534549134,2833.969273518411,2175.23827421954,4105.201153490889,399.955683852588,1327.6992817951455
530,857.5293308295675,265.18506712946066,592.3442637001068,-39631.42794988951,39631.42794988951,-67.5928336818639,9190.26724138796,11798.98739502749,8460.058245335284,2833.9837749304033,2175.224127455572,4105.2088926706765,399.9434196670569,1327.6919507970374
531,859.1479142469078,265.60607351918645,593.5418407277214,-39630.17999125619,39630.17999125619,-67.6269305295222,9190.270729143309,11798.987375910892,8460.049971723636,2833.9982489947283,2175.2100073435886,4105.216617217582,399.9311785934491,1327.6846335862472
532,860.7664972535549,266.02697735157096,594.739519901984,-39628.93202512637,39628.93202512637,-67.66096322493453,9190.274210335403,11798.987356822205,8460.041713655526,2834.012695814316,2175.1959137833255,4105.224327186754,399.91896054480554,1327.677330110954
533,862.3850798377697,266.44777886679327,595.9373009709764,-39627.684051396725,39627.684051396725,-67.69493200906139,9190.277684988898,11798.987337761335,8460.03347107262,2834.027115491517,2175.1818466750847,4105.232022633026,399.9067654346607,1327.670040319628
534,864.0036619879381,266.8684783040118,597.1351836839264,-39626.43606996485,39626.43606996485,-67.72883712146893,9190.281153128306,11798.987318728201,8460.025243916907,2834.0415081281067,2175.167805919733,4105.239703610924,399.89459317703285,1327.66276416103
535,865.6222436925707,267.2890759013708,598.3331677911999,-39625.188080729065,39625.188080729065,-67.76267880043143,9190.284614778006,11798.987299722705,8460.017032130703,2834.0558738252885,2175.153791418689,4105.24737017467,399.8824436864227,1327.6555015842077
536,867.2408249403,267.7095718960065,599.5312530442934,-39623.940083588626,39623.940083588626,-67.79645728284171,9190.288069962233,11798.987280744765,8460.00883565665,2834.070212683699,2175.1398030739256,4105.255022378178,399.8703168778135,1327.6482525384936
537,868.8594057198814,268.1299665240532,600.7294391958281,-39622.69207844355,39622.69207844355,-67.83017280431353,9190.291518705098,11798.987261794293,8460.000654437707,2834.084524803412,2175.1258407879586,4105.262660275064,399.85821266666,1327.6410169735034
538,870.4779860201912,268.5502600206495,601.9277259995417,-39621.44406519475,39621.44406519475,-67.86382559909191,9190.294961030568,11798.987242871197,8459.992488417152,2834.098810283943,2175.1119044638576,4105.27028391864,399.8461309688911,1327.6337948391345
539,872.0965658302255,268.9704526199442,603.1261132102813,-39620.19604374388,39620.19604374388,-67.89741590015556,9190.29839696248,11798.987223975393,8459.98433753858,2834.1130692242523,2175.0979940052252,4105.2778933619265,399.8340717009002,1327.6265860855628
540,873.7151451390995,269.3905445551025,604.3246005839969,-39618.94801399344,39618.94801399344,-67.93094393919134,9190.301826524535,11798.987205106796,8459.976201745905,2834.1273017227504,2175.084109316199,4105.285488657643,399.82203477955244,1327.619390663241
541,875.3337239360468,269.8105360583118,605.5231878777349,-39617.69997584669,39617.69997584669,-67.96440994656857,9190.30524974031,11798.987186265313,8459.968080983339,2834.1415078773016,2175.070250301453,4105.29306985822,399.8100201221663,1327.612208522896
542,876.9523022104178,270.2304273607877,606.72187484963,-39616.451929207746,39616.451929207746,-67.99781415140299,9190.308666633244,11798.987167450867,8459.959975195412,2834.155687785227,2175.0564168661867,4105.300637015796,399.79802764652635,1327.605039615529
543,878.5708799516793,270.65021869278,607.9206612588994,-39615.20387398147,39615.20387398147,-68.0311567815441,9190.31207722665,11798.987148663367,8459.95188432696,2834.169841543311,2175.042608916123,4105.308190182221,399.7860572708638,1327.5978838924107
544,880.1894571494132,271.06991028357817,609.119546865835,-39613.955810073465,39613.955810073465,-68.06443806357503,9190.31548154371,11798.98712990273,8459.94380832312,2834.1839692478015,2175.0288263575076,4105.315729409058,399.77410891386785,1327.59074130508
545,881.808033793316,271.48950236151745,610.3185314317985,-39612.70773739016,39612.70773739016,-68.09765822283813,9190.318879607481,11798.987111168872,8459.935747129333,2834.1980709944187,2175.015069097102,4105.323254747585,399.7621824946714,1327.5836118053442
546,883.426609873197,271.9089951539845,611.5176147192125,-39611.459655838764,39611.459655838764,-68.13081748342228,9190.322271440891,11798.987092461706,8459.927700691342,2834.212146878354,2175.0013370421775,4105.330766248801,399.75027793285545,1327.5764953452756
547,885.0451853789784,272.3283888874231,612.7167964915553,-39610.211565327205,39610.211565327205,-68.16391606818837,9190.325657066745,11798.98707378115,8459.919668955188,2834.2261969942774,2174.9876301005183,4105.338263963421,399.7383951484382,1327.5693918772065
548,886.663760300694,272.7476837873396,613.9160765133544,-39608.96346576413,39608.96346576413,-68.19695419880772,9190.329036507717,11798.987055127123,8459.9116518672,2834.24022143634,2174.9739481804113,4105.345747941885,399.72653406187936,1327.5623013537338
549,888.2823346284877,273.16688007830896,615.1154545501787,-39607.71535705901,39607.71535705901,-68.22993209569806,9190.332409786364,11798.98703649954,8459.903649374011,2834.254220298177,2174.9602911906472,4105.353218234352,399.7146945940724,1327.5552237277118
550,889.9009083526133,273.58597798397983,616.3149303686334,-39606.46723912196,39606.46723912196,-68.26284997810043,9190.335776925118,11798.987017898316,8459.895661422534,2834.268193672914,2174.94665904051,4105.360674890712,399.70287666634425,1327.5481589522515
551,891.519481463434,274.00497772708025,617.5145037363537,-39605.21911186395,39605.21911186395,-68.29570806404064,9190.339137946285,11798.986999323375,8459.887687959983,2834.2821416531665,2174.933051639784,4105.368117960582,399.69108020044655,1327.5411069807199
552,893.1380539514198,274.42387952942323,618.7141744219966,-39603.97097519656,39603.97097519656,-68.32850657036768,9190.342492872052,11798.98698077463,8459.87972893385,2834.296064331049,2174.9194688987386,4105.375547493306,399.6793051185622,1327.5340677667373
553,894.7566258071487,274.8426836119121,619.9139421952366,-39602.72282903215,39602.72282903215,-68.36124571276665,9190.345841724487,11798.986962252002,8459.871784291914,2834.309961798174,2174.9059107281355,4105.3829635379625,399.6675513432909,1327.5270412641764
554,896.3751970213043,275.2613901945459,621.1138068267584,-39601.47467328372,39601.47467328372,-68.39392570574574,9190.349184525538,11798.986943755408,8459.863853982242,2834.3238341456567,2174.892377039216,4105.3903661433615,399.6558187976556,1327.5200274271583
555,897.9937675846754,275.6799994964246,622.3137680882508,-39600.22650786513,39600.22650786513,-68.42654676262364,9190.352521297033,11798.986925284771,8459.855937953176,2834.337681464122,2174.878867743704,4105.397755358051,399.64410740509464,1327.5130262100533
556,899.6123374881557,276.09851173575464,623.5138257524011,-39598.97833269075,39598.97833269075,-68.45910909561896,9190.355852060678,11798.986906840006,8459.848036153335,2834.3515038437017,2174.8653827537964,4105.4051312303145,399.632417089461,1327.506037567477
557,901.230906722742,276.51692712985385,624.7139795928881,-39597.73014767577,39597.73014767577,-68.49161291577353,9190.359176838074,11798.98688842104,8459.840148531624,2834.365301374046,2174.8519219821674,4105.412493808177,399.6207477750149,1327.4990614542903
558,902.8494752795339,276.9352458951572,625.9142293843767,-39596.48195273605,39596.48195273605,-68.524058432978,9190.362495650694,11798.986870027788,8459.832275037215,2834.3790741443177,2174.8384853419607,4105.419843139403,399.60909938642595,1327.4920978255966
559,904.4680431497328,277.35346824722143,627.1145749025113,-39595.23374778808,39595.23374778808,-68.55644585603571,9190.3658085199,11798.986851660173,8459.824415619554,2834.392822243205,2174.8250727467835,4105.427179271502,399.59747184876943,1327.4851466367402
560,906.0866103246412,277.7715944007306,628.3150159239107,-39593.98553274907,39593.98553274907,-68.58877539261161,9190.36911546694,11798.986833318115,8459.816570228362,2834.406545758917,2174.811684110708,4105.4345022517255,399.5858650875218,1327.4782078433045
561,907.7051767956616,278.1896245695008,629.5155522261608,-39592.73730753689,39592.73730753689,-68.62104724925786,9190.372416512944,11798.986815001535,8459.808738813623,2834.4202447791936,2174.798319348269,4105.441812127075,399.5742790285558,1327.4712814011104
562,909.3237425542959,278.60755896648556,630.7161835878103,-39591.48907207008,39591.48907207008,-68.65326163141371,9190.375711678942,11798.986796710362,8459.800921325592,2834.4339193913033,2174.7849783744496,4105.449108944299,399.56271359814497,1327.4643672662153
563,910.9423075921446,279.0253978037809,631.9169097883637,-39590.24082626784,39590.24082626784,-68.685418743444,9190.379000985831,11798.986778444512,8459.79311771479,2834.44756968205,2174.7716611046967,4105.456392749897,399.5511687229523,1327.4574653949091
564,912.5608719009057,279.44314129263,633.1177306082757,-39588.99257004998,39588.99257004998,-68.71751878861353,9190.382284454416,11798.986760203907,8459.785327932,2834.4611957377765,2174.7583674549023,4105.46366359012,399.53964433003097,1327.4505757437175
565,914.1794354723742,279.8607896434284,634.3186458289458,-39587.74430333703,39587.74430333703,-68.74956196911262,9190.38556210538,11798.986741988476,8459.777551928264,2834.4747976443655,2174.745097341402,4105.470921510974,399.5281403468245,1327.4436982693928
566,915.7979982984411,280.2783430657287,635.5196552327125,-39586.49602605009,39586.49602605009,-68.78154848604433,9190.388833959303,11798.986723798138,8459.769789654885,2834.488375487244,2174.7318506809784,4105.4781665582195,399.51665670116006,1327.4368329289205
567,917.4165603710928,280.69580176824576,636.7207586028471,-39585.24773811097,39585.24773811097,-68.81347853945007,9190.392100036652,11798.986705632818,8459.762041063428,2834.5019293513865,2174.718627390856,4105.485398777375,399.50519332124554,1327.429979679511
568,919.03512168241,281.11316595886126,637.9219557235488,-39583.99943944205,39583.99943944205,-68.84535232834796,9190.395360357785,11798.986687492441,8459.754306105708,2834.5154593213197,2174.7054273886974,4105.492618213719,399.49375013567084,1327.4231384786024
569,920.6536822245673,281.5304358446286,639.1232463799388,-39582.75112996636,39582.75112996636,-68.87717005064327,9190.398614942957,11798.986669376929,8459.746584733797,2834.5289654811218,2174.692250592595,4105.49982491229,399.48232707339974,1327.4163092838555
570,922.272241989832,281.94761163177753,640.3246303580545,-39581.50280960755,39581.50280960755,-68.90893190326913,9190.40186381231,11798.986651286212,8459.73887690002,2834.542447914431,2174.679096921076,4105.507018917887,399.47092406377294,1327.409492053156
571,923.8908009705636,282.3646935257193,641.5261074448443,-39580.25447828987,39580.25447828987,-68.94063808205867,9190.405106985887,11798.986633220211,8459.73118255695,2834.555906704441,2174.665966293094,4105.514200275078,399.4595410365019,1327.4026867446098
572,925.5093591592132,282.7816817310508,642.7276774281625,-39579.00613593821,39579.00613593821,-68.97228878186004,9190.408344483621,11798.986615178854,8459.72350165741,2834.569341933914,2174.652858628033,4105.521369028192,399.4481779216654,1327.395893316542
573,927.1279165483221,283.1985764515595,643.9293400967626,-39577.75778247803,39577.75778247803,-69.00388419648537,9190.411576325343,11798.986597162066,8459.715834154471,2834.582753685175,2174.6397738456917,4105.528525221328,399.4368346497103,1327.3891117274966
574,928.7464731305217,283.6153778902283,645.1310952402935,-39576.50941783542,39576.50941783542,-69.03542451874901,9190.414802530777,11798.986579169776,8459.708180001451,2834.59614204012,2174.6267118662936,4105.535668898354,399.42551115144795,1327.3823419362348
575,930.3650288985326,284.0320862492394,646.3329426492933,-39575.26104193705,39575.26104193705,-69.06690994040369,9190.41802311955,11798.986561201906,8459.700539151905,2834.6095070802157,2174.613672610478,4105.542800102908,399.4142073580485,1327.3755839017326
576,931.9835838451636,284.44870172998,647.5348821151836,-39574.01265471015,39574.01265471015,-69.09834065228114,9190.421238111177,11798.986543258387,8459.692911559636,2834.6228488865063,2174.600655999296,4105.549918878399,399.4029232010434,1327.3688375831782
577,933.602137963311,284.86522453304536,648.7369134302655,-39572.764256082606,39572.764256082606,-69.12971684416424,9190.424447525085,11798.986525339144,8459.685297178688,2834.6361675396115,2174.5876619542105,4105.557025268014,399.3916586123175,1327.3621029399746
578,935.2206912459583,285.2816548582448,649.9390363877135,-39571.51584598282,39571.51584598282,-69.16103870487652,9190.427651380587,11798.986507444106,8459.67769596334,2834.649463119734,2174.574690397092,4105.56411931471,399.38041352411165,1327.3553799317338
579,936.8392436861748,285.6979929046049,651.1412507815699,-39570.2674243398,39570.2674243398,-69.19230642224379,9190.430849696902,11798.986489573203,8459.670107868109,2834.6627357066604,2174.5617412502174,4105.571201061227,399.3691878690186,1327.3486685182777
580,938.4577952771155,286.1142388703749,652.3435564067406,-39569.018991083125,39569.018991083125,-69.2235201831325,9190.434042493154,11798.986471726359,8459.66253284775,2834.675985379763,2174.548814436265,4105.578270550079,399.3579815799789,1327.341968659636
581,940.07634601202,286.5303929530303,653.5459530589898,-39567.7705461429,39567.7705461429,-69.25468017342428,9190.437229788356,11798.986453903506,8459.654970857242,2834.6892122180057,2174.5359098783138,4105.585327823561,399.346794590278,1327.335280316044
582,941.6948958842119,286.94645534927764,654.7484405349342,-39566.52208944981,39566.52208944981,-69.28578657809243,9190.440411601434,11798.986436104573,8459.64742185181,2834.7024162999433,2174.523027499833,4105.59237292375,399.33562683354785,1327.328603447943
583,943.3134448870981,287.36242625505895,655.9510186320391,-39565.27362093514,39565.27362093514,-69.31683958108707,9190.44358795121,11798.986418329489,8459.639885786904,2834.7155977037264,2174.5101672246974,4105.599405892506,399.32447824376266,1327.3219380159776
584,944.9319930141683,287.7783058655555,657.1536871486128,-39564.025140530684,39564.025140530684,-69.3478393654629,9190.446758856411,11798.98640057818,8459.632362618198,2834.7287565071047,2174.4973289771638,4105.606426771474,399.3133487552333,1327.315283980995
585,946.5505402589935,288.19409437519283,658.3564458838007,-39562.77664816879,39562.77664816879,-69.37878611331527,9190.449924335673,11798.986382850584,8459.624852301598,2834.7418927874273,2174.48451268188,4105.613435602086,399.30223830261036,1327.3086413040419
586,948.1690866152264,288.6097919776441,659.5592946375823,-39561.52814378232,39561.52814378232,-69.4096800058186,9190.453084407527,11798.986365146624,8459.617354793238,2834.7550066216477,2174.4717182638833,4105.620432425557,399.29114682087965,1327.3020099463656
587,949.7876320766005,289.0253988658351,660.7622332107654,-39560.279627304735,39560.279627304735,-69.4405212232007,9190.45623909042,11798.986347466234,8459.609870049471,2834.7680980863256,2174.4589456485896,4105.627417282897,399.2800742453543,1327.2953898694116
588,951.4061766369284,289.44091523194777,661.9652614049807,-39559.03109866998,39559.03109866998,-69.47130994479409,9190.45938840269,11798.986329809346,8459.602398026873,2834.7811672576304,2174.4461947617983,4105.634390214902,399.26902051168537,1327.2887810348213
589,953.0247202901023,289.85634126742497,663.1683790226773,-39557.78255781252,39557.78255781252,-69.5020463490102,9190.4625323626,11798.986312175888,8459.594938682247,2834.794214211342,2174.433465529686,4105.641351262163,399.2579855558458,1327.2821834044319
590,954.6432630300931,290.27167716297396,664.3715858671192,-39556.5340046674,39556.5340046674,-69.53273061332682,9190.465670988307,11798.986294565797,8459.587491972612,2834.807239022855,2174.420757878807,4105.64830046506,399.2469693141382,1327.2755969402745
591,956.2618048509487,290.68692310857097,665.5748817423778,-39555.28543917016,39555.28543917016,-69.56336291433908,9190.468804297878,11798.986276978998,8459.580057855204,2834.820241767181,2174.408071736084,4105.655237863772,399.2359717231856,1327.2690216045728
592,957.8803457467951,291.10207929346484,666.7782664533303,-39554.03686125681,39554.03686125681,-69.59394342777232,9190.47193230929,11798.986259415427,8459.572636287478,2834.833222518951,2174.3954070288146,4105.662163498272,399.2249927199356,1327.2624573597434
